Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2021-06-16,Flat Barbell Bench Press,Chest,70.0,lbs,2,,,,""
2021-06-16,Flat Barbell Bench Press,Chest,45.0,lbs,10,,,,""
2021-06-16,Seated Cable Row,Back,180.0,lbs,8,,,,""
2021-06-16,Lateral Pulldown (Jalon Individual),Back,90.0,lbs,6,,,,""
2021-06-16,Seated Machine Fly,Chest,160.0,lbs,6,,,,""
2021-06-16,Dumbbell Hammer Curl,Biceps,40.0,lbs,6,,,,""
2021-06-16,Polea Parado,Biceps,120.0,lbs,4,,,,""
2021-06-16,Triceps Cuerda,Triceps,100.0,lbs,4,,,,""
2021-06-19,Prensa Atlética,Legs,90.0,lbs,10,,,,""
2021-06-19,Hack Pierna,Legs,90.0,lbs,4,,,,""
2021-06-19,Hack Pierna,Legs,70.0,lbs,10,,,,""
2021-06-19,Hack Pierna,Legs,70.0,lbs,10,,,,""
2021-06-19,Prensa Atlética,Legs,135.0,lbs,10,,,,""
2021-06-19,Prensa Atlética,Legs,180.0,lbs,8,,,,""
2021-06-19,Pantorrilla Máquina Sentado,Legs,50.0,lbs,10,,,,""
2021-06-19,Pantorrilla Máquina Sentado,Legs,50.0,lbs,10,,,,""
2021-06-19,Pantorrilla Máquina Sentado,Legs,50.0,lbs,10,,,,""
2021-06-19,Leg Extension Machine,Legs,75.0,lbs,12,,,,""
2021-06-19,Leg Extension Machine,Legs,90.0,lbs,12,,,,""
2021-06-19,Leg Extension Machine,Legs,120.0,lbs,8,,,,""
2021-06-19,Patada De Burro,Legs,90.0,lbs,10,,,,""
2021-06-19,Patada De Burro,Legs,130.0,lbs,8,,,,""
2021-06-19,Patada De Burro,Legs,150.0,lbs,8,,,,""
2021-06-21,Running (Treadmill),Cardio,,,,1.5,m,0:12:30,""
2021-06-21,Pecho Plano Mancuerna,Chest,60.0,lbs,8,,,,""
2021-06-21,Seated Machine Curl,Biceps,90.0,lbs,10,,,,""
2021-06-21,Pecho Plano Mancuerna,Chest,65.0,lbs,8,,,,""
2021-06-21,Seated Machine Curl,Biceps,105.0,lbs,10,,,,""
2021-06-21,Seated Machine Curl,Biceps,120.0,lbs,6,,,,""
2021-06-21,Pecho Plano Mancuerna,Chest,70.0,lbs,6,,,,""
2021-06-21,Pecho Plano Mancuerna,Chest,75.0,lbs,4,,,,""
2021-06-21,Seated Machine Curl,Biceps,135.0,lbs,3,,,,""
2021-06-21,Triceps Extensión De Cuerda,Triceps,70.0,lbs,10,,,,""
2021-06-21,Jalón Polea Abierto,Back,140.0,lbs,12,,,,""
2021-06-21,Triceps Extensión De Cuerda,Triceps,80.0,lbs,10,,,,""
2021-06-21,Jalón Polea Abierto,Back,170.0,lbs,8,,,,""
2021-06-21,Triceps Extensión De Cuerda,Triceps,90.0,lbs,8,,,,""
2021-06-21,Jalón Polea Abierto,Back,200.0,lbs,3,,,,""
2021-06-21,Triceps Extensión De Cuerda,Triceps,100.0,lbs,6,,,,""
2021-06-21,Jalón Polea Abierto,Back,200.0,lbs,4,,,,""
2021-06-21,Press inclinado Máquina,Chest,40.0,lbs,20,,,,""
2021-06-21,Biceps Polea Barra,Biceps,60.0,lbs,12,,,,""
2021-06-21,Press inclinado Máquina,Chest,60.0,lbs,10,,,,""
2021-06-21,Biceps Polea Barra,Biceps,80.0,lbs,12,,,,""
2021-06-21,Press inclinado Máquina,Chest,80.0,lbs,4,,,,""
2021-06-21,Biceps Polea Barra,Biceps,100.0,lbs,6,,,,""
2021-06-21,Press inclinado Máquina,Chest,80.0,lbs,4,,,,""
2021-06-21,Biceps Polea Barra,Biceps,100.0,lbs,6,,,,""
2021-06-21,Jalon Remo Maquina Individual,Back,45.0,lbs,20,,,,""
2021-06-21,Extension Triceps Maquina,Triceps,32.0,lbs,20,,,,""
2021-06-21,Jalon Remo Maquina Individual,Back,70.0,lbs,12,,,,""
2021-06-21,Extension Triceps Maquina,Triceps,46.0,lbs,8,,,,""
2021-06-21,Jalon Remo Maquina Individual,Back,90.0,lbs,6,,,,""
2021-06-21,Extension Triceps Maquina,Triceps,53.0,lbs,5,,,,""
2021-06-21,Jalon Remo Maquina Individual,Back,100.0,lbs,6,,,,""
2021-06-21,Extension Triceps Maquina,Triceps,53.0,lbs,7,,,,""
2021-06-21,Crunch Machine,Abs,55.0,lbs,8,,,,""
2021-06-21,Crunch Machine,Abs,55.0,lbs,8,,,,""
2021-06-21,Crunch Machine,Abs,55.0,lbs,8,,,,""
2021-06-23,Sentadilla Libre Barra,Legs,45.0,lbs,12,,,,""
2021-06-23,Extension De Pantorrilla Máquina Sentado,Legs,75.0,lbs,20,,,,""
2021-06-23,Sentadilla Libre Barra,Legs,70.0,lbs,8,,,,""
2021-06-23,Extension De Pantorrilla Máquina Sentado,Legs,85.0,lbs,12,,,,""
2021-06-23,Sentadilla Libre Barra,Legs,95.0,lbs,4,,,,""
2021-06-23,Extension De Pantorrilla Máquina Sentado,Legs,95.0,lbs,12,,,,""
2021-06-23,Sentadilla Libre Barra,Legs,95.0,lbs,4,,,,""
2021-06-23,Extension De Pantorrilla Máquina Sentado,Legs,105.0,lbs,8,,,,""
2021-06-23,Leg Extension Machine,Legs,75.0,lbs,15,,,,""
2021-06-23,Leg Extension Machine,Legs,90.0,lbs,10,,,,""
2021-06-23,Leg Extension Machine,Legs,90.0,lbs,11,,,,""
2021-06-23,Leg Extension Machine,Legs,120.0,lbs,7,,,,""
2021-06-23,Abs Cuerda Máquina,Abs,35.0,lbs,12,,,,""
2021-06-23,Abs Cuerda Máquina,Abs,42.0,lbs,12,,,,""
2021-06-23,Abs Cuerda Máquina,Abs,49.0,lbs,12,,,,""
2021-06-23,Abs Cuerda Máquina,Abs,56.0,lbs,8,,,,""
2021-06-23,Flexión Pierna Máquina,Legs,50.0,lbs,15,,,,""
2021-06-23,Flexión Pierna Máquina,Legs,70.0,lbs,12,,,,""
2021-06-23,Flexión Pierna Máquina,Legs,90.0,lbs,10,,,,""
2021-06-23,Flexión Pierna Máquina,Legs,110.0,lbs,6,,,,""
2021-06-23,Abductor Maquina,Legs,75.0,lbs,12,,,,""
2021-06-23,Aductor Máquina,Legs,150.0,lbs,12,,,,""
2021-06-23,Abductor Maquina,Legs,85.0,lbs,12,,,,""
2021-06-23,Aductor Máquina,Legs,190.0,lbs,12,,,,""
2021-06-23,Abductor Maquina,Legs,95.0,lbs,12,,,,""
2021-06-23,Aductor Máquina,Legs,230.0,lbs,15,,,,""
2021-06-23,Abductor Maquina,Legs,105.0,lbs,8,,,,""
2021-06-23,Aductor Máquina,Legs,270.0,lbs,10,,,,""
2021-06-24,Running (Treadmill),Cardio,,,,5.0,km,0:24:00,""
2021-06-24,Vuelos Atrás,Shoulders,75.0,lbs,16,,,,""
2021-06-24,Vuelos Atrás,Shoulders,90.0,lbs,14,,,,""
2021-06-24,Vuelos Atrás,Shoulders,90.0,lbs,11,,,,""
2021-06-24,Tripleta Hombro,Shoulders,20.0,lbs,6,,,,""
2021-06-24,Tripleta Hombro,Shoulders,20.0,lbs,6,,,,""
2021-06-24,Tripleta Hombro,Shoulders,20.0,lbs,6,,,,""
2021-06-24,Press Hombro Polea Máquina,Shoulders,25.0,lbs,8,,,,""
2021-06-24,Press Hombro Polea Máquina,Shoulders,35.0,lbs,8,,,,""
2021-06-24,Press Hombro Polea Máquina,Shoulders,45.0,lbs,7,,,,""
2021-06-26,Pecho Plano Barra,Chest,45.0,lbs,12,,,,""
2021-06-26,Biceps Curl Maquina,Biceps,38.0,lbs,12,,,,""
2021-06-26,Pecho Plano Barra,Chest,55.0,lbs,8,,,,""
2021-06-26,Biceps Curl Maquina,Biceps,47.0,lbs,8,,,,""
2021-06-26,Pecho Plano Barra,Chest,70.0,lbs,3,,,,""
2021-06-26,Biceps Curl Maquina,Biceps,47.0,lbs,8,,,,""
2021-06-26,Biceps Curl Maquina,Biceps,63.0,lbs,3,,,,""
2021-06-26,Pecho Plano Barra,Chest,70.0,lbs,3,,,,""
2021-06-26,Remo Polea Individual Máquina jalon,Back,25.0,lbs,8,,,,""
2021-06-26,Triceps Patada De Burro Individual,Triceps,5.0,lbs,12,,,,""
2021-06-26,Remo Polea Individual Máquina jalon,Back,30.0,lbs,6,,,,""
2021-06-26,Triceps Patada De Burro Individual,Triceps,10.0,lbs,10,,,,""
2021-06-26,Remo Polea Individual Máquina jalon,Back,35.0,lbs,4,,,,""
2021-06-26,Triceps Patada De Burro Individual,Triceps,12.5,lbs,10,,,,""
2021-06-26,Remo Polea Individual Máquina jalon,Back,37.5,lbs,4,,,,""
2021-06-26,Triceps Patada De Burro Individual,Triceps,15.0,lbs,6,,,,""
2021-06-26,Pecho Maquina Inclinado,Chest,60.0,lbs,10,,,,""
2021-06-26,Biceps Polea Barra,Biceps,80.0,lbs,15,,,,""
2021-06-26,Pecho Maquina Inclinado,Chest,85.0,lbs,7,,,,""
2021-06-26,Biceps Polea Barra,Biceps,90.0,lbs,12,,,,""
2021-06-26,Biceps Polea Barra,Biceps,100.0,lbs,8,,,,""
2021-06-26,Pecho Maquina Inclinado,Chest,95.0,lbs,5,,,,""
2021-06-26,Pecho Maquina Inclinado,Chest,95.0,lbs,5,,,,""
2021-06-26,Jalon Remo Maquina Individual,Back,70.0,lbs,6,,,,""
2021-06-26,Jalon Remo Maquina Individual,Back,70.0,lbs,6,,,,""
2021-06-26,Jalon Remo Maquina Individual,Back,70.0,lbs,6,,,,""
2021-06-26,Remo Máquina Sentado,Back,25.0,lbs,6,,,,""
2021-06-26,Triceps Cuerda,Triceps,65.0,lbs,14,,,,""
2021-06-26,Remo Máquina Sentado,Back,25.0,lbs,7,,,,""
2021-06-26,Triceps Cuerda,Triceps,95.0,lbs,10,,,,""
2021-06-26,Triceps Cuerda,Triceps,110.0,lbs,5,,,,""
2021-06-26,Remo Máquina Sentado,Back,25.0,lbs,8,,,,""
2021-06-26,Remo Máquina Sentado,Back,25.0,lbs,9,,,,""
2021-06-26,Triceps Cuerda,Triceps,110.0,lbs,6,,,,""
2021-06-27,Avanzada Barra Libre,Legs,25.0,lbs,4,,,,""
2021-06-27,Avanzada Barra Libre,Legs,35.0,lbs,5,,,,""
2021-06-27,Avanzada Barra Libre,Legs,35.0,lbs,8,,,,""
2021-06-27,Avanzada Barra Libre,Legs,35.0,lbs,7,,,,""
2021-06-27,Pantorrilla Máquina Sentado,Legs,45.0,lbs,10,,,,""
2021-06-27,Pantorrilla Máquina Sentado,Legs,45.0,lbs,10,,,,""
2021-06-27,Pantorrilla Máquina Sentado,Legs,45.0,lbs,10,,,,""
2021-06-27,Pantorrilla Máquina Sentado,Legs,45.0,lbs,10,,,,""
2021-06-27,Prensa Atlética Maquina Polea,Legs,110.0,lbs,12,,,,""
2021-06-27,Prensa Atlética Maquina Polea,Legs,140.0,lbs,12,,,,""
2021-06-27,Prensa Atlética Maquina Polea,Legs,155.0,lbs,8,,,,""
2021-06-27,Prensa Atlética Maquina Polea,Legs,170.0,lbs,6,,,,""
2021-06-27,Sentadilla Inestable Con Bola Atrás,Legs,55.0,lbs,10,,,,""
2021-06-27,Sentadilla Inestable Con Bola Atrás,Legs,55.0,lbs,9,,,,""
2021-06-27,Patada De Burro,Legs,70.0,lbs,10,,,,""
2021-06-27,Patada De Burro,Legs,110.0,lbs,8,,,,""
2021-06-27,Patada De Burro,Legs,130.0,lbs,6,,,,""
2021-06-27,Sentadilla Inestable Con Bola Atrás,Legs,55.0,lbs,8,,,,""
2021-06-27,Sentadilla Inestable Con Bola Atrás,Legs,55.0,lbs,8,,,,""
2021-06-29,Running (Treadmill),Cardio,,,,1.3,km,0:12:00,""
2021-06-29,Pecho Plano Mancuerna,Chest,50.0,lbs,12,,,,""
2021-06-29,Biceps Curl Maquina,Biceps,42.0,lbs,12,,,,""
2021-06-29,Pecho Plano Mancuerna,Chest,60.0,lbs,10,,,,""
2021-06-29,Biceps Curl Maquina,Biceps,47.0,lbs,8,,,,""
2021-06-29,Pecho Plano Mancuerna,Chest,75.0,lbs,4,,,,""
2021-06-29,Biceps Curl Maquina,Biceps,53.0,lbs,5,,,,""
2021-06-29,Pecho Plano Mancuerna,Chest,60.0,lbs,8,,,,""
2021-06-29,Biceps Curl Maquina,Biceps,63.0,lbs,1,,,,""
2021-06-29,Lateral Pulldown (Jalon Individual),Back,70.0,lbs,8,,,,""
2021-06-29,Triceps Cuerda,Triceps,70.0,lbs,10,,,,""
2021-06-29,Lateral Pulldown (Jalon Individual),Back,95.0,lbs,4,,,,""
2021-06-29,Triceps Cuerda,Triceps,80.0,lbs,8,,,,""
2021-06-29,Lateral Pulldown (Jalon Individual),Back,95.0,lbs,4,,,,""
2021-06-29,Triceps Cuerda,Triceps,90.0,lbs,8,,,,""
2021-06-29,Lateral Pulldown (Jalon Individual),Back,95.0,lbs,5,,,,""
2021-06-29,Triceps Cuerda,Triceps,100.0,lbs,8,,,,""
2021-06-29,Cabina (Al Frente Del Muro),Chest,130.0,lbs,10,,,,""
2021-06-29,Biceps Cuerda,Biceps,70.0,lbs,12,,,,""
2021-06-29,Cabina (Al Frente Del Muro),Chest,145.0,lbs,8,,,,""
2021-06-29,Biceps Cuerda,Biceps,80.0,lbs,10,,,,""
2021-06-29,Cabina (Al Frente Del Muro),Chest,160.0,lbs,5,,,,""
2021-06-29,Biceps Cuerda,Biceps,90.0,lbs,8,,,,""
2021-06-29,Cabina (Al Frente Del Muro),Chest,160.0,lbs,6,,,,""
2021-06-29,Biceps Cuerda,Biceps,90.0,lbs,6,,,,""
2021-06-29,Barras Libre Abierto,Back,140.0,lbs,6,,,,""
2021-06-29,Extension Triceps Maquina,Triceps,46.0,lbs,14,,,,""
2021-06-29,Barras Libre Abierto,Back,140.0,lbs,6,,,,""
2021-06-29,Extension Triceps Maquina,Triceps,53.0,lbs,8,,,,""
2021-06-29,Barras Libre Abierto,Back,140.0,lbs,5,,,,""
2021-06-29,Barras Libre Abierto,Back,140.0,lbs,4,,,,""
2021-06-29,Extension Triceps Maquina,Triceps,60.0,lbs,6,,,,""
2021-06-29,Extension Triceps Maquina,Triceps,67.0,lbs,3,,,,""
2021-06-30,Sentadilla Libre Barra,Legs,70.0,lbs,8,,,,""
2021-06-30,Extension De Pantorrilla Máquina Sentado,Legs,75.0,lbs,20,,,,""
2021-06-30,Sentadilla Libre Barra,Legs,80.0,lbs,6,,,,""
2021-06-30,Extension De Pantorrilla Máquina Sentado,Legs,95.0,lbs,18,,,,""
2021-06-30,Sentadilla Libre Barra,Legs,95.0,lbs,3,,,,""
2021-06-30,Extension De Pantorrilla Máquina Sentado,Legs,115.0,lbs,10,,,,""
2021-06-30,Sentadilla Libre Barra,Legs,95.0,lbs,4,,,,""
2021-06-30,Extension De Pantorrilla Máquina Sentado,Legs,125.0,lbs,8,,,,""
2021-06-30,Abductor Maquina,Legs,85.0,lbs,15,,,,""
2021-06-30,Abductor Maquina,Legs,95.0,lbs,12,,,,""
2021-06-30,Aductor Máquina,Legs,190.0,lbs,15,,,,""
2021-06-30,Aductor Máquina,Legs,210.0,lbs,12,,,,""
2021-06-30,Abductor Maquina,Legs,105.0,lbs,10,,,,""
2021-06-30,Abductor Maquina,Legs,115.0,lbs,8,,,,""
2021-06-30,Aductor Máquina,Legs,250.0,lbs,12,,,,""
2021-06-30,Aductor Máquina,Legs,270.0,lbs,8,,,,""
2021-06-30,Leg Extension Machine,Legs,75.0,lbs,16,,,,""
2021-06-30,Leg Extension Machine,Legs,105.0,lbs,9,,,,""
2021-06-30,Leg Extension Machine,Legs,120.0,lbs,9,,,,""
2021-06-30,Leg Extension Machine,Legs,120.0,lbs,8,,,,""
2021-06-30,Flexión Pierna Máquina,Legs,60.0,lbs,15,,,,""
2021-06-30,Flexión Pierna Máquina,Legs,75.0,lbs,12,,,,""
2021-06-30,Flexión Pierna Máquina,Legs,90.0,lbs,8,,,,""
2021-06-30,Flexión Pierna Máquina,Legs,105.0,lbs,5,,,,""
2021-06-30,Extensión De Espalda Abs,Abs,55.0,lbs,15,,,,""
2021-06-30,Extensión De Espalda Abs,Abs,75.0,lbs,10,,,,""
2021-06-30,Extensión De Espalda Abs,Abs,75.0,lbs,10,,,,""
2021-06-30,Extensión De Espalda Abs,Abs,75.0,lbs,12,,,,""
2021-07-02,Biceps Curl Maquina,Biceps,42.0,lbs,12,,,,""
2021-07-02,Biceps Curl Maquina,Biceps,47.0,lbs,8,,,,""
2021-07-02,Biceps Curl Maquina,Biceps,53.0,lbs,8,,,,""
2021-07-02,Biceps Curl Maquina,Biceps,63.0,lbs,4,,,,""
2021-07-02,Pecho Plano Barra,Chest,45.0,lbs,12,,,,""
2021-07-02,Pecho Plano Barra,Chest,55.0,lbs,8,,,,""
2021-07-02,Pecho Plano Barra,Chest,70.0,lbs,3,,,,""
2021-07-02,Pecho Plano Barra,Chest,70.0,lbs,3,,,,""
2021-07-02,Remo Polea Individual Máquina jalon,Back,27.5,lbs,12,,,,""
2021-07-02,Remo Polea Individual Máquina jalon,Back,32.5,lbs,10,,,,""
2021-07-02,Remo Polea Individual Máquina jalon,Back,37.5,lbs,4,,,,""
2021-07-02,Remo Polea Individual Máquina jalon,Back,37.5,lbs,4,,,,""
2021-07-02,Triceps Extension Polea Individual,Triceps,5.0,lbs,12,,,,""
2021-07-02,Triceps Extension Polea Individual,Triceps,7.5,lbs,10,,,,""
2021-07-02,Triceps Extension Polea Individual,Triceps,10.0,lbs,8,,,,""
2021-07-02,Triceps Extension Polea Individual,Triceps,10.0,lbs,8,,,,""
2021-07-02,Press inclinado Máquina,Chest,50.0,lbs,16,,,,""
2021-07-02,Press inclinado Máquina,Chest,60.0,lbs,10,,,,""
2021-07-02,Press inclinado Máquina,Chest,80.0,lbs,5,,,,""
2021-07-02,Press inclinado Máquina,Chest,80.0,lbs,5,,,,""
2021-07-02,Curl Mancuernas,Biceps,25.0,lbs,12,,,,""
2021-07-02,Curl Mancuernas,Biceps,35.0,lbs,10,,,,""
2021-07-02,Curl Mancuernas,Biceps,35.0,lbs,10,,,,""
2021-07-02,Curl Mancuernas,Biceps,45.0,lbs,6,,,,""
2021-07-02,Abierto Polea Individual 2 Piso,Back,20.0,lbs,20,,,,""
2021-07-02,Abierto Polea Individual 2 Piso,Back,30.0,lbs,12,,,,""
2021-07-02,Polea V 2 Piso,Triceps,95.0,lbs,15,,,,""
2021-07-02,Polea V 2 Piso,Triceps,110.0,lbs,12,,,,""
2021-07-02,Abierto Polea Individual 2 Piso,Back,36.0,lbs,4,,,,""
2021-07-02,Polea V 2 Piso,Triceps,125.0,lbs,8,,,,""
2021-07-02,Abierto Polea Individual 2 Piso,Back,32.0,lbs,8,,,,""
2021-07-02,Polea V 2 Piso,Triceps,140.0,lbs,5,,,,""
2021-07-03,Running (Treadmill),Cardio,,,,15.0,km,1:30:00,""
2021-07-05,Sentadilla Libre Barra,Legs,45.0,lbs,10,,,,""
2021-07-05,Sentadilla Libre Barra,Legs,70.0,lbs,10,,,,""
2021-07-05,Sentadilla Libre Barra,Legs,90.0,lbs,3,,,,""
2021-07-05,Sentadilla Libre Barra,Legs,90.0,lbs,5,,,,""
2021-07-05,Hack Pierna,Legs,45.0,lbs,10,,,,""
2021-07-05,Hack Pierna,Legs,90.0,lbs,8,,,,""
2021-07-05,Hack Pierna,Legs,90.0,lbs,8,,,,""
2021-07-05,Hack Pierna,Legs,100.0,lbs,8,,,,""
2021-07-05,Peso Muerto,Legs,45.0,lbs,12,,,,""
2021-07-05,Peso Muerto,Legs,70.0,lbs,8,,,,""
2021-07-05,Peso Muerto,Legs,90.0,lbs,3,,,,""
2021-07-05,Peso Muerto,Legs,90.0,lbs,3,,,,""
2021-07-05,Leg Extension Machine,Legs,90.0,lbs,12,,,,""
2021-07-05,Leg Extension Machine,Legs,90.0,lbs,10,,,,""
2021-07-05,Leg Extension Machine,Legs,105.0,lbs,8,,,,""
2021-07-05,Leg Extension Machine,Legs,120.0,lbs,8,,,,""
2021-07-05,Abductor Maquina,Legs,90.0,lbs,15,,,,""
2021-07-05,Abductor Maquina,Legs,120.0,lbs,15,,,,""
2021-07-05,Abductor Maquina,Legs,135.0,lbs,12,,,,""
2021-07-06,Pecho Plano Mancuerna,Chest,60.0,lbs,8,,,,""
2021-07-06,Curl Mancuernas,Biceps,25.0,lbs,15,,,,""
2021-07-06,Curl Mancuernas,Biceps,30.0,lbs,12,,,,""
2021-07-06,Pecho Plano Mancuerna,Chest,60.0,lbs,12,,,,""
2021-07-06,Pecho Plano Mancuerna,Chest,60.0,lbs,9,,,,""
2021-07-06,Curl Mancuernas,Biceps,40.0,lbs,4,,,,""
2021-07-06,Curl Mancuernas,Biceps,25.0,lbs,8,,,,""
2021-07-06,Remo Polea En Sentadilla,Back,80.0,lbs,12,,,,""
2021-07-06,Remo Polea En Sentadilla,Back,100.0,lbs,9,,,,""
2021-07-06,Triceps Cuerda,Triceps,80.0,lbs,10,,,,""
2021-07-06,Triceps Cuerda,Triceps,90.0,lbs,8,,,,""
2021-07-06,Remo Polea En Sentadilla,Back,120.0,lbs,8,,,,""
2021-07-06,Triceps Cuerda,Triceps,100.0,lbs,7,,,,""
2021-07-06,Cabina (Al Frente Del Muro),Chest,115.0,lbs,12,,,,""
2021-07-06,Biceps Polea Barra,Biceps,80.0,lbs,10,,,,""
2021-07-06,Cabina (Al Frente Del Muro),Chest,145.0,lbs,10,,,,""
2021-07-06,Biceps Polea Barra,Biceps,80.0,lbs,10,,,,""
2021-07-06,Cabina (Al Frente Del Muro),Chest,145.0,lbs,10,,,,""
2021-07-06,Biceps Polea Barra,Biceps,80.0,lbs,10,,,,""
2021-07-06,Jalón Polea Abierto,Back,140.0,lbs,10,,,,""
2021-07-06,Triceps Extension Polea Individual,Triceps,7.5,lbs,12,,,,""
2021-07-06,Jalón Polea Abierto,Back,185.0,lbs,5,,,,""
2021-07-06,Triceps Extension Polea Individual,Triceps,10.0,lbs,6,,,,""
2021-07-06,Jalón Polea Abierto,Back,200.0,lbs,3,,,,""
2021-07-06,Jalón Polea Abierto,Back,155.0,lbs,6,,,,""
2021-07-06,Triceps Extension Polea Individual,Triceps,10.0,lbs,8,,,,""
2021-07-06,Declinado Barra Pecho,Chest,25.0,lbs,12,,,,""
2021-07-06,Biceps Curl Maquina,Biceps,39.0,lbs,12,,,,""
2021-07-06,Declinado Barra Pecho,Chest,50.0,lbs,4,,,,""
2021-07-06,Biceps Curl Maquina,Biceps,60.0,lbs,6,,,,""
2021-07-06,Declinado Barra Pecho,Chest,50.0,lbs,5,,,,""
2021-07-06,Biceps Curl Maquina,Biceps,74.0,lbs,1,,,,""
2021-07-06,Remo Máquina Sentado,Back,105.0,lbs,10,,,,""
2021-07-06,Extension Triceps Maquina,Triceps,25.0,lbs,14,,,,""
2021-07-06,Remo Máquina Sentado,Back,135.0,lbs,10,,,,""
2021-07-06,Extension Triceps Maquina,Triceps,46.0,lbs,6,,,,""
2021-07-06,Remo Máquina Sentado,Back,180.0,lbs,4,,,,""
2021-07-06,Extension Triceps Maquina,Triceps,46.0,lbs,7,,,,""
2021-07-08,Avanzada Barra Libre,Legs,25.0,lbs,8,,,,""
2021-07-08,Avanzada Barra Libre,Legs,35.0,lbs,8,,,,""
2021-07-08,Avanzada Barra Libre,Legs,40.0,lbs,6,,,,""
2021-07-08,Prensa Atlética Maquina Polea,Legs,110.0,lbs,12,,,,""
2021-07-08,Prensa Atlética Maquina Polea,Legs,140.0,lbs,12,,,,""
2021-07-08,Prensa Atlética Maquina Polea,Legs,155.0,lbs,9,,,,""
2021-07-08,Prensa Atlética Maquina Polea,Legs,170.0,lbs,8,,,,""
2021-07-08,Sentadilla Inestable Con Bola Atrás,Legs,60.0,lbs,8,,,,""
2021-07-08,Patada De Burro,Legs,90.0,lbs,12,,,,""
2021-07-08,Patada De Burro,Legs,110.0,lbs,10,,,,""
2021-07-08,Patada De Burro,Legs,150.0,lbs,6,,,,""
2021-07-08,Avanzada Barra Libre,Legs,40.0,lbs,7,,,,""
2021-07-08,Sentadilla Inestable Con Bola Atrás,Legs,60.0,lbs,10,,,,""
2021-07-08,Sentadilla Inestable Con Bola Atrás,Legs,60.0,lbs,10,,,,""
2021-07-08,Sentadilla Inestable Con Bola Atrás,Legs,60.0,lbs,4,,,,""
2021-07-08,Pantorrilla Escalas,Legs,70.0,lbs,10,,,,""
2021-07-09,Biceps Curl Maquina,Biceps,42.0,lbs,12,,,,""
2021-07-09,Pecho Plano Barra,Chest,45.0,lbs,12,,,,""
2021-07-09,Pecho Plano Barra,Chest,70.0,lbs,3,,,,""
2021-07-09,Pecho Plano Barra,Chest,70.0,lbs,2,,,,""
2021-07-09,Remo Polea Individual Máquina jalon,Back,27.5,lbs,14,,,,""
2021-07-09,Remo Polea Individual Máquina jalon,Back,32.5,lbs,10,,,,""
2021-07-09,Remo Polea Individual Máquina jalon,Back,37.5,lbs,4,,,,""
2021-07-09,Remo Polea Individual Máquina jalon,Back,37.5,lbs,4,,,,""
2021-07-09,Triceps Extension Polea Individual,Triceps,7.5,lbs,10,,,,""
2021-07-09,Triceps Extension Polea Individual,Triceps,10.0,lbs,10,,,,""
2021-07-09,Press inclinado Máquina,Chest,45.0,lbs,19,,,,""
2021-07-09,Press inclinado Máquina,Chest,55.0,lbs,12,,,,""
2021-07-09,Press inclinado Máquina,Chest,70.0,lbs,8,,,,""
2021-07-09,Press inclinado Máquina,Chest,80.0,lbs,6,,,,""
2021-07-09,Curl Mancuernas,Biceps,25.0,lbs,18,,,,""
2021-07-09,Curl Mancuernas,Biceps,35.0,lbs,8,,,,""
2021-07-09,Curl Mancuernas,Biceps,35.0,lbs,12,,,,""
2021-07-09,Curl Mancuernas,Biceps,45.0,lbs,8,,,,""
2021-07-09,Abierto Polea Individual 2 Piso,Back,30.0,lbs,10,,,,""
2021-07-09,Abierto Polea Individual 2 Piso,Back,30.0,lbs,12,,,,""
2021-07-09,Abierto Polea Individual 2 Piso,Back,36.0,lbs,6,,,,""
2021-07-09,Abierto Polea Individual 2 Piso,Back,32.0,lbs,8,,,,""
2021-07-09,Polea V 2 Piso,Triceps,95.0,lbs,15,,,,""
2021-07-09,Polea V 2 Piso,Triceps,125.0,lbs,10,,,,""
2021-07-09,Biceps Curl Maquina,Biceps,53.0,lbs,6,,,,""
2021-07-09,Biceps Curl Maquina,Biceps,63.0,lbs,3,,,,""
2021-07-09,Pecho Plano Barra,Chest,45.0,lbs,12,,,,""
2021-07-09,Triceps Extension Polea Individual,Triceps,12.5,lbs,4,,,,""
2021-07-09,Triceps Extension Polea Individual,Triceps,12.5,lbs,4,,,,""
2021-07-09,Polea V 2 Piso,Triceps,140.0,lbs,7,,,,""
2021-07-09,Abierto Polea Individual 2 Piso,Back,36.0,lbs,6,,,,""
2021-07-09,Polea V 2 Piso,Triceps,140.0,lbs,7,,,,""
2021-07-12,Sentadilla Libre Barra,Legs,70.0,lbs,7,,,,""
2021-07-12,Abductor Maquina,Legs,85.0,lbs,16,,,,""
2021-07-12,Flexión Pierna Máquina,Legs,70.0,lbs,15,,,,""
2021-07-12,Sentadilla Libre Barra,Legs,80.0,lbs,6,,,,""
2021-07-12,Sentadilla Libre Barra,Legs,95.0,lbs,2,,,,""
2021-07-12,Sentadilla Libre Barra,Legs,80.0,lbs,4,,,,""
2021-07-12,Sentadilla Libre Barra,Legs,45.0,lbs,10,,,,""
2021-07-12,Aductor Máquina,Legs,190.0,lbs,16,,,,""
2021-07-12,Aductor Máquina,Legs,210.0,lbs,12,,,,""
2021-07-12,Aductor Máquina,Legs,250.0,lbs,12,,,,""
2021-07-12,Aductor Máquina,Legs,290.0,lbs,10,,,,""
2021-07-12,Abductor Maquina,Legs,105.0,lbs,12,,,,""
